,msd_id,echo_nest_id,artist,title,year,peak,weeks
5369,TRQQQUV12903CC84BF,SOPWJHH12A8C142796,Boy Meets Girl,Waiting For A Star To Fall,1988,25,5
5370,TRQQNYV128F427042B,SONBNVK12A8C13571E,Yankee Grey,Another Nine Minutes,1999,8,74
5371,TRQQUOY128E079428B,SONKNOF12A6701EBA2,The Miracles,Everybody's Gotta Pay Some Dues,1994,8,52
5372,TRQQEEF128F92D5BC4,SOOQQIV12A8C145252,Lesley Gore,Maybe I Know,1964,10,14
5373,TRQQJNH12903C96FED,SOTYDFR12A8C13F9F5,Neil Diamond,Love On The Rocks,1980,20,2
5375,TRQQSBC128F4267D2C,SOQKXIM12A8C131C4A,Karla Bonoff,Baby Don't Go,1979,7,69
5376,TRQQDNO128EF342BB3,SOHCDNP12A67AE113A,Elton John,Candle In The Wind,1973,21,6
5378,TRQQDWX128F42727EA,SOLPBJV12A8C134604,Buddy Jewell,Help Pour Out The Rain (Lacey's Song),2003,20,29
5379,TRQQOJF128F42BC5A3,SOLVKEB12A8C1409AB,Lonestar,Mr. Mom,2004,20,33
5380,TRQQYBG128F93227CD,SOLWGIF12A58A7C543,Mary Wells,Two Wrongs Don't Make A Right,1962,100,100
5381,TRQZMHS128F9311D90,SOIMAAD12AB017CE47,Count Five,Psychotic Reaction,1986,12,5
5383,TRQZMPH128F92E3A7F,SOWWNDT12A8AE49A4C,Daughtry,Home,2006,37,5
5384,TRQZMMD128F4299947,SOTEAPK12A6D4F6307,Hot Chocolate,Disco Queen,1974,11,28
5385,TRQZWCU12903CE8FCD,SOEESKZ12A58A794C3,Johnny Mathis,Misty,1962,17,12
5386,TRQZGAT128F935EB0C,SOSOTWQ12AF72A10A1,The Vogues,You're The One,1966,12,4
5388,TRQZREF128F146D5C8,SOIOLXQ12A6D4F6BA9,Neil Sedaka,Bad Blood,1987,14,1
5389,TRQZQFH128F9303993,SOPDCWZ12AB0185248,Loverboy,The Kid Is Hot Tonite,1980,7,55
5390,TRQZPDK128F145FE91,SOTPCBL12A6D4F633A,Marie Osmond,Who's Sorry Now,2009,6,40
5391,TRQZUQO128F1461F0C,SOYCXGT12AF72A6DAF,Deana Carter,Did I Shave My Legs For This?,1996,6,85
5393,TRQZLFJ128F1498A04,SOAEIVS12A6D4F6EEF,The Ronettes,Do I Love You?,1988,9,34
5394,TRQZJPG128F149BA70,SOITCZM12A6D4F9538,Secondhand Serenade,Vulnerable,2007,83,83
5395,TRQZVHY128F421CB73,SOEMSAD12A6D4FCCD0,The Supremes,I Hear A Symphony,1977,10,1
5397,TRQIZVH128F428075C,SOYCSYU12AB01849E8,Gretchen Wilson,Redneck Woman,2004,20,22
5398,TRQIAWV128F4290C30,SOCTIAO12A8C138DCF,Five Star,Can't Wait Another Minute,1986,14,41
5399,TRQINCZ128F931401E,SOOROSF12AB01809EF,Tammy Wynette,D-I-V-O-R-C-E,1989,6,63
5400,TRQIESP128F428CA9D,SOCMJQF12AF72A566A,Whitney Houston,Where Do Broken Hearts Go,1987,18,1
5401,TRQISDF12903CB0595,SOCROAQ12A58A7A613,Otis Redding,Pain In My Heart,1964,11,61
5402,TRQAGLN12903CA6060,SOLVSRB12D0219149D,Tony Bennett,I Left My Heart In San Francisco,1962,21,19
5404,TRQAGHX128F425EEBD,SOGRWVE12A8AE488B1,Michael Jackson,The Way You Make Me Feel,1987,18,1
5405,TRQAGKQ128F42A8119,SOENPDM12A58A765DE,Ian Gomm,Hold On,1978,12,18
5406,TRQANKG128F146963A,SOHHUCO12A58A7A2C7,Julian Lennon,Jesse,1984,6,54
5407,TRQAPGQ128F14689D3,SOYLIUS12A6D4F7F45,Little River Band,Take It Easy On Me,1981,19,10
5409,TRQAPEY12903CAB54A,SODEPMS12AB01897DE,The Vogues,Magic Town,1966,9,21
5410,TRQATTZ128F92EC39C,SOXXSIR12AB0179D17,The Marvelettes,I'll Keep Holding On,1965,7,34
5412,TRQALCW128F426951B,SOCHNSH12A8AE48C68,Simply Red,It's Only Love,1989,9,57
5413,TRQAEUL128F4265789,SORWCMR12A8C131E36,Billy Joel,Goodnight Saigon,1982,7,56
5416,TRQASXH128F4285461,SORXWIN12A58A7AF99,The Main Ingredient,Everybody Plays The Fool,1972,18,3
5418,TRQASGZ128F92F136D,SOKFPKE12A8C14023A,Lesley Gore,You Don't Own Me,1963,13,2
5423,TRQAVMW128F930316A,SOSVUHQ12AB018574A,3rd Bass,Pop Goes The Weasel,1991,13,29
5424,TRQADFZ128E078880F,SOFENWZ12A6701E2A4,50 Cent,Outta Control,2005,92,92
5426,TRQAOFW128E0792D53,SOTFEZY12A6702096B,Stevie Wonder,You Are The Sunshine Of My Life,1972,17,1
5429,TRQAKWW128F1496352,SOWVVKB12A6D4F889E,Stevie Wonder,Shoo-Be-Doo-Be-Doo-Da-Day,1968,13,9
5430,TRQNWGN128F14567C2,SOTKNMN12A8C1374FE,Tom Petty,Runnin' Down A Dream,1989,14,23
5432,TRQNGQK12903CD2B0B,SOOTYTN12AB018B63C,Otis Redding,That's How Strong My Love Is,1965,4,74
5433,TRQNQGT128F4276588,SOTJAYI12A58A7C095,Joe Walsh,Space Age Whiz Kids,1995,8,52
5434,TRQNNPW128F931B2F3,SOUZOBJ12AB0186F2F,The Contours,Just A Little Misunderstanding,1966,2,85
5437,TRQNTYZ128F93442C9,SOOQYOE12AB0185CA8,Honeymoon Suite,Feel It Again,1995,16,34
5440,TRQNDYJ128F42BC59D,SOFEKBW12A8C137B37,Lonestar,Not A Day Goes By,2001,17,36
5441,TRQNKWC128F931BB96,SOOXJAT12A58A7B8B5,Britney Spears,Circus,2008,22,3
5444,TRQNYMU12903CE3090,SOZSKXI12A8C144FB1,Jason Aldean,Johnny Cash,2007,16,68
5445,TRQPWYL12903CD7DCE,SORUIVE12AB0183615,Donna Fargo,It Do Feel Good,2002,2,98
5447,TRQPGMD128EF34280A,SOORPXN12A58A7771C,The Doors,People Are Strange,1967,9,12
5448,TRQPHAZ128F1485E4D,SOOHKAL12A6D4F9A2C,Rita Coolidge,We're All Alone,1977,20,7
5450,TRQPHQJ128F1477665,SONZZGR12A6D4F9CEE,Tears For Fears,Break It Down Again,1993,20,25
5451,TRQPZEL128F92E311E,SOJQISG12AB017B2B2,Billy Ocean,Love Is Forever,1986,16,16
5452,TRQPUGM12903CA4A77,SOHISIR12D0219B1CA,Sean Paul,Temperature,2005,31,1
5453,TRQPLHV128E0786D3B,SOYFPNH12A6701F86D,Billie Ray Martin,Your Loving Arms,1995,23,46
5454,TRQPEVG128F427A4D0,SOARVJQ12CF5F87C41,Aerosmith,I Don't Want To Miss A Thing,1998,20,1
5457,TRQPJSV128F429405B,SOMSJIN12A8C13E090,Van Morrison,Jackie Wilson Said (I'm In Heaven When You Smile),1972,6,61
5458,TRQPJEA128F4285460,SOEWVAN12A58A7C90E,The Main Ingredient,I'm Better Off Without You,1970,2,91
5459,TRQPDKR12903CA4436,SOAROKD12AB0184A9A,Elton John,Sacrifice,1989,17,18
5460,TRQTGIL128F146D609,SOEQAHL12A6D4F6BE6,Bill Medley,Brown Eyed Woman,1995,11,43
5461,TRQTHIB128F92DA670,SOCURIZ12AAF3B1F83,Melanie,The Nickel Song,1999,10,35
5463,TRQTCRU128E0782591,SOBCHPB12A6310E9D7,Soul II Soul,Get A Life,1989,11,54
5465,TRQTFUV128F426BFC7,SOEXGZW12A8C13B649,Billy Currington,Must Be Doin' Somethin' Right,2005,20,39
5466,TRQTIUV12903CBC90C,SOLBNWP12AB018A94F,Freddy Cannon,Teen Queen Of The Week,1962,2,92
5467,TRQTPDN128F4261E3D,SOFJJEZ12A8C13451B,The Cyrkle,Red Rubber Ball,1966,13,2
5469,TRQTPBU128F92FE939,SOSUUOD12AB01809F2,Gene Chandler,I Fooled You This Time,1994,8,45
5471,TRQTPZY128F92F37F9,SOJZMJL12AB017E604,Eric Carmen,Make Me Lose Control,1975,20,3
5473,TRQTUIC128F92F1640,SOFCOGW12A8C1445D9,Dobie Gray,"The ""In"" Crowd",1965,9,13
5475,TRQTECL128F9314D77,SOPBKOF12AB017D40D,Usher,Trading Places,2008,17,45
5479,TRQTYXK128F426B9F7,SOPSSMU12A8C1323B4,The Cyrkle,Please Don't Ever Leave Me,1967,5,59
5480,TRQUFDB128F932EAF7,SOSCDFR12AF72A9547,The Tokens,Portrait Of My Love,1994,8,36
5481,TRQUIHC128F42ADD0D,SOMZVGZ12A8C140EFF,Michael Jackson,Thriller,1982,18,4
5483,TRQUEYY128F932A8E9,SOROFKG12A58A7D067,Little River Band,Reminiscing,1978,20,3
5484,TRQUSUF128F424A022,SOMQKDT12D0219B1E4,Ne-Yo,Go On Girl,2007,3,96
5485,TRQUVRL128F4260322,SOMQYAC12A8C1383C3,Franz Ferdinand,Take Me Out,2003,19,66
5488,TRQUVCW128F1462584,SOPVAUN12A6D4F7B98,The Honeycombs,I Can't Stop,1990,7,48
5489,TRQUDMR12903CE0399,SOJTNUG12AB0189F4C,The Vogues,Till,1966,6,27
5491,TRQLWJV128F92FE931,SOIRFLD12AB01809E1,Gene Chandler,Duke Of Earl,1961,15,1
5494,TRQLZSP12903CBAAC9,SOBSHIJ12A58A771E4,Cyndi Lauper,She Bop,1983,18,3
5496,TRQLIAY128F92ED753,SOAISXH12A8C142A60,David Cook,Permanent,2008,2,24
5497,TRQLIIM128F92D1717,SORRDAF12A8C1429E8,B.T. Express,Close To You,1975,4,82
5498,TRQLAHJ128F4290715,SOPSHKS12AF72A0B30,Elvis Presley,Promised Land,1975,13,14
5499,TRQLVGZ128F92FD650,SOWUQKT12AB01858F6,The Vapors,Turning Japanese,1979,17,36
5501,TRQLDTJ128F146E3E7,SOPRHZX12A58A80211,Nine Inch Nails,Only,2005,8,90
5503,TRQEINO128F42AC982,SOIDVOQ12A8C137DA8,Ringo Starr,Oh My My,1973,14,5
5504,TRQETOB128F149F06E,SOXVOZU12A6D4FAAEE,Marvin Gaye,After The Dance,1976,5,74
5506,TRQEVIS12903CF3552,SORCIBI12AC468BE84,Big Bopper,Little Red Riding Hood,1959,4,72
5507,TRQEOMM128F427BF96,SOSFKAN12A8C1344CB,Ginuwine,In Those Jeans,2003,20,8
5508,TRQJHBI128F93456CA,SODHFGA12AB0181F27,SWV,Weak,1992,26,1
5510,TRQJHQE128F428ABA0,SOQPBAK12A8C13B2E4,Jim Reeves,I'm Gonna Change Everything,2000,2,95
5511,TRQJHJF128F1488BC3,SOVXUOK12A6D4F946A,Paula Abdul,My Love Is For Real,1995,13,28
5512,TRQJCBA128F148C0AC,SOJMFIF12A6D4F80EF,Michael Jackson,Farewell My Summer Love,1984,12,38
5514,TRQJQBY128F4289141,SOUOEVC12A8C13053A,Rick Springfield,Jessie's Girl,1981,32,1
5515,TRQJTFQ128F428E7A8,SOCVRUO12A8C139DA6,Floyd Cramer,Last Date,1961,20,2
5520,TRQJLRP128F4274F35,SOVHWCA12A8C133F26,U2,New Year's Day,1983,12,53
5522,TRQJOYY128F1462B94,SOULTKL12A6D4F7D76,Wet Willie,Keep On Smilin',1974,19,10
5523,TRQJKSH128F931A2B8,SOLSIVF12AB0186CE0,Jimmy McGriff,The Worm,1993,97,97
5526,TRQSGEL128F4242DFC,SOAXCEO12CF5F873BF,Toby Keith,A Little Too Late,2006,15,53
5527,TRQSRQS128F92FE93D,SODNSIX12AB0180A03,Gene Chandler,What Now,1978,8,40
5528,TRQSFYL128F9307745,SOPNIKV12D021B1F9C,Melanie,Bitter Bad,1973,10,36
5529,TRQSQIO128F42721C7,SOUROWN12A8C133FA5,The Manhattans,I Kinda Miss You,1989,8,46
5532,TRQSNFK128F427EFC4,SOGPROE12AB0186906,Jermaine Jackson,Let's Get Serious,1980,23,9
5537,TRQSPPS128F4284B6C,SODRTCN12D02192E61,Kenny Chesney,Big Star,2002,20,28
5538,TRQSEVJ128F4270571,SOJKLSU12A8C13400E,Marty Robbins,It's Your World,1995,9,51
5539,TRQSXGJ128F421494A,SOBSLLP12A6D4FA953,Brenda Holloway,Every Little Bit Hurts,1964,10,13
5542,TRQSYEE128F147CC5D,SOCHYVZ12A6D4F5908,Metallica,Enter Sandman,1991,20,16
5544,TRQVWIA128F92C94AE,SOWRHRQ12A58A78799,Ronnie Milsap,It Was Almost Like A Song,1977,22,16
5545,TRQVGBF128F42850D0,SOBBDBE12A8C135C77,Ronnie Milsap,Don't You Know How Much I Love You,1983,7,58
5546,TRQVHYH128F4215DBE,SOGHARS12D021B33AC,The Who,I Can't Explain,1965,2,93
5548,TRQVNXG128F92E8AB6,SOGEICE12AF72A557C,Danzig,Mother,1988,15,43
5549,TRQVPIV128F93389C1,SOZWOHI12AB018539B,Eurogliders,Heaven (Must Be There),1993,6,65
5551,TRQVTPB128F92FCD4F,SOPPZLV12A8C132FAB,Martika,Toy Soldiers,1988,20,1
5553,TRQVLYF128EF35A287,SORSORV12A6D4F65C6,Aretha Franklin,Rock Steady,1972,9,9
5554,TRQVLRH128F147D6AF,SOYZVWL12B0B80BC65,The Mamas & The Papas,Twelve Thirty (Young Girls Are Coming To The Canyon),1989,6,20
5557,TRQVSFD128F1486659,SOBSAXA12A6D4F7A32,Smokey Robinson & The Miracles,The Love I Saw In You Was Just A Mirage,1967,10,20
5559,TRQVSQW128F93010D4,SOOCJHN12A8C13F42B,Bo Diddley,Say Man,1959,12,20
5560,TRQVVLS128E0784939,SOWHEBK12A6701E332,Charlie Dore,Pilot Of The Airwaves,1979,17,13
5561,TRQVOAY128F426664A,SOBRDKH12A58A7A4CE,Maxwell,Lifetime,2001,20,22
5562,TRQVXIY128E07943ED,SOQXDUU12A6310E836,Marvin Gaye,I Want You,1990,13,15
5563,TRQVYHD128F92DDF49,SOPMLOW12AAF3B24C9,The Marvelettes,Danger Heartbreak Dead Ahead,1986,8,61
5565,TRQDHVF128F145BE19,SOELTEB12AF72A773C,Johnny Burnette,Big Big World,1999,7,58
5566,TRQDCLZ128F426A206,SOYWNRV12A8C13074A,America,The Border,1983,12,33
5569,TRQDBYE128F4269FF6,SOCHPEL12A8C13A638,The Ventures,Perfidia,1960,13,15
5572,TRQDBPJ128F9341717,SOBOCWQ12AB017EEF3,Judy Collins,Send In The Clowns,1975,27,19
5574,TRQDISL128F4270665,SOBTHHY12A8C133144,Cheryl Lynn,Encore,1990,8,69
5575,TRQDNFR128F4272BA3,SOACOOH12A58A7CAB2,April Wine,Roller,1987,11,34
5576,TRQDTTV128F9322A89,SOFKQDU12AB017E809,The Rolling Stones,Highwire,1991,7,57
5577,TRQDLMW128F92D4F29,SOVAOPI12A8C14391F,Jazmine Sullivan,Bust Your Windows,2008,15,31
5578,TRQDEWP128F92FAADD,SOTPLDS12A6D4FA013,Leon Russell,Lady Blue,1976,19,14
5579,TRQDSCC128F9311CC6,SOPYGAO12A58A7B35D,Rose Royce,Ooh Boy,1977,11,72
5582,TRQDKQN128F932DE49,SOSZELY12AB0184E47,The Devotions,Rip Van Winkle,1990,10,36
5583,TRQDKAK128F9329F8D,SOOHONR12AB0185183,Steely Dan,Show Biz Kids,1973,8,61
5584,TRQDYCA128F93126AA,SODNXQD12A6701D99C,Michael Jackson,We're Almost There,1975,8,54
5587,TRQOHPD12903CBB650,SOECMHG12A58A77983,Wu-Tang Clan,Method Man,1993,14,69
5589,TRQOHAV128F1459BBB,SOGZQWI12A58A77839,Steppenwolf,Move Over,1969,9,31
5590,TRQOBCM128F428EA6E,SOTWLJL12A58A7DA90,Van Morrison,Tupelo Honey,1971,8,47
5591,TRQOZWP128F145AD6C,SOTUSVB12A6D4F8023,Herman's Hermits,No Milk Today,1966,10,35
5592,TRQOUMO128F9324F05,SOQDYRL12A8C13211D,Glenn Lewis,Don't You Forget It,2001,20,30
5593,TRQOVGV128F4230797,SORYGMX12A6D4FB21B,Carla Thomas,I'll Always Have Faith In You,1969,4,85
5594,TRQODDA128F93098D3,SOYTBWV12AB0185C2E,Jonas Brothers,Love Is On Its Way,2009,84,84
5595,TRQOYES128F932A594,SODGAAM12A8C13CB79,Chaka Khan,Ain't Nobody,1996,19,22
5597,TRQXFAB128F426BCEE,SODJCTM12A8C1345B6,The Charlie Daniels Band,The Devil Went Down To Georgia,1979,18,3
5599,TRQXFPG12903CA0888,SOLVJVK12A58A7C084,Billy Joe Royal,Down In The Boondocks,1965,13,9
5600,TRQXKRD128F4296397,SOYLKDG12A58A798D3,Hannah Montana,Make Some Noise,2007,92,92
5601,TRQKBPR128F930AC18,SOXDPLF12AB0185C3B,Pearl Jam,I Am Mine,2002,8,43
5602,TRQKFQW128F42BC5A1,SOSZJRI12A8C1409AA,Lonestar,Let's Be Us Again,2004,20,38
5603,TRQKZKE128E079464D,SOTMQTY12A6D4F9F70,Weezer,Beverly Hills,2005,43,10
5605,TRQKIMT128EF342B4F,SOONRIT12A67AE10E8,Jermaine Jackson,Let Me Tickle Your Fancy,2001,15,18
5606,TRQKVBI128F146A507,SONYCOS12A5891F7E6,Clay Davidson,Unconditional,2007,20,49
5607,TRQKDCS128F92C6F60,SOGBDNC12A8C141FDC,The Platters,I Love You 1000 Times,1990,14,31
5608,TRQKXUO128F93119CD,SOGELHE12AB018053C,Sly & The Family Stone,Sing A Simple Song,1969,4,89
5610,TRQYHTE128F42AE000,SOGGJJG12A8C13DB36,Anthony Hamilton,Can't Let Go,2005,19,71
5611,TRQYRTJ128F4262474,SOCVRYN12A8C1338D2,Great White,Rock Me,1987,14,60
5613,TRQYBUJ128F427A3E7,SOSXJYF12D021B39D5,Bob Dylan,Like A Rolling Stone,1965,12,2
5615,TRQYBNJ128F4269EFA,SOXWNMH12A8C137CC9,Juice Newton,Love's Been A Little Bit Hard On Me,1982,17,7
5616,TRQYQTU128F429502D,SOWFBWU12A8C13A524,Jim Reeves,I Won't Forget You,1964,3,93
5618,TRQYQRQ128E078DEFF,SOXVBNQ12A6701CFBA,The Who,Who Are You,1978,15,14
5621,TRQYPET128E07919C1,SOOSKYE12A67020875,Edie Brickell,Good Times,1994,8,60
5622,TRQYLJG128E078894F,SODLGZW12A6701F09E,The Smashing Pumpkins,Perfect,1998,6,54
5623,TRQYLBP128F42622AE,SOJKJKZ12A8C130B11,Joe Diffie,The Quittin' Kind,1999,6,90
5624,TRQYERF128F14B035C,SOVKCHX12A58A79989,Todd Rundgren,Real Man,1975,3,83
5626,TRQYSTQ128F933AA57,SOSKSWQ12AB018692F,Jennifer Hudson,If This Isn't Love,2008,13,63
5627,TRQYOQX128F42652FD,SOHBITO12A8C132B76,Bobby Vinton,Let's Kiss And Make Up,1964,9,38
5628,TRQYKPX128F92F1317,SORGDXR12A8C1436E6,Don Gibson,Lonesome Number One,1987,4,59
5632,TRZMMWB12903CA8F69,SOTCCUK12AB018B6FE,John Waite,Don't Lose Any Sleep,1987,4,81
5633,TRZMGHF128F92DE5B6,SOIWJIK12AF72A14D5,Kellie Pickler,Didn't You Know How Much I Loved You,2006,2,97
5635,TRZMHBG128F4267586,SOVXHSI12A8C13803C,Atlanta Rhythm Section,Doraville,1974,8,35
5637,TRZMCLU128F42A51EC,SOGDJPO12A8C13C1F9,Matisyahu,King Without A Crown,2004,14,28
5639,TRZMCWJ128F428BE85,SOUCHHT12A8C139919,Air Supply,Two Less Lonely People In The World,1982,14,38
5641,TRZMBHD128F425C31C,SOZODFE12A8C137B0F,Bourgeois Tagg,I Don't Mind At All,1987,17,38
5642,TRZMQXH128F14A2D5A,SOPDKNX12A6D4F9E41,The Fixx,Stand Or Fall,1982,8,76
5643,TRZMQZL128F424C845,SOOXWOO12A6D4FE6AC,The Nashville Teens,Find My Way Back Home,1988,2,98
5644,TRZMIEC128F426E773,SOGAOMH12A8C1351FD,Paul Revere & The Raiders,Ups And Downs,1990,8,22
5645,TRZMNYB128F424D792,SOVZJHY12A6D4FD5B9,April Wine,Just Between You And Me,1981,16,21
5646,TRZMNZZ128F92D2878,SOSNLHO12A8C1433A3,Maria Mena,You're The Only One,2004,4,86
5647,TRZMUFC128F931AF8E,SODGRIO12A8C145123,The Miracles,Broken Hearted,1994,97,97
5648,TRZMLTD128F426EF46,SOBMWTI12A8C133C38,Bob Dylan,Can You Please Crawl Out Your Window?,1966,6,58
5650,TRZMEIO128F931795C,SOSOCSB12AB01850D6,Don Gibson,Look Who's Blue,1987,10,58
5651,TRZMERO128F92ED22A,SONLMAQ12A58A7C17E,Melanie Fiona,It Kills Me,2009,20,43
5652,TRZMOXB12903D0738C,SOTPWSV12AC468A079,The Babys,Head First,1979,3,77
5653,TRZMXSP128F14964CA,SORUWLV12D021B3983,Stevie Wonder,Skeletons,1987,16,19
5655,TRZWWJU128F4288383,SOFUYAV12A8C139C09,Phil Vassar,Just Another Day In Paradise,2000,20,35
5656,TRZWWOM128F1469C74,SONPCDA12A6D4F766B,Culture Club,Church Of The Poison Mind,1983,17,10
5657,TRZWHMU12903CD224F,SOWDRHB12AB0185BAC,Philly Cream,Motown Review,1998,5,67
5659,TRZWFIS128F4267DA4,SOKTXME12A8C133A8B,Charlie Rich,My Elusive Dreams,1990,6,49
5661,TRZWQHU12903CC7A67,SOLSUQL12AB01862D2,Paul Anka,Lonely Boy,1960,15,1
5664,TRZWIVR128F935302D,SOLADRA12A8AE469E4,Herbie Mann,Memphis Underground,1969,10,44
5665,TRZWJBI128F1487791,SOUOSHF12A6D4F8313,Robbie Nevil,Dominoes,1986,16,14
5666,TRZWDLY128F92EF1AE,SOSILNY12AB0182F07,Jefferson Starship,Winds Of Change,1982,11,38
5667,TRZWOXP128F426432C,SODLMNB12A8C1328C2,Robert Goulet,What Kind Of Fool Am I?,1992,2,89
5668,TRZGWUN128F92DE23A,SOEREUG12A8C145A52,Johnnie Taylor,Jody's Got Your Girl And Gone,1970,10,28
5670,TRZGGPU128F932E1D8,SOHEAMI12AB01861BE,The Fray,You Found Me,2008,39,7
5672,TRZGCMX128F4292FB1,SOFEWRR12A8C13BA6B,Rick Astley,Giving Up On Love,1988,10,38
5674,TRZGRMX128F429C0CA,SOCTOLT12A58A7C833,Glen Campbell,It's Only Make Believe,1970,12,10
5676,TRZGRIL128E0793524,SOLQCLK12A679C80A6,Linda Clifford,Red Light,1980,11,41
5677,TRZGFVR128F428B42E,SOHDFBS12A8C138A7A,The Pointer Sisters,Should I Do It,1981,16,13
5678,TRZGZBN128F428A15E,SOVIFUI12A8C136BDC,Starship,Tomorrow Doesn't Matter Tonight,1985,13,26
5680,TRZGABY128F1462E00,SOKQZYZ12A58A7767E,Yellowcard,Ocean Avenue,2003,20,37
5681,TRZGUOU128F4245425,SOLHAEK12AF729EC21,Autograph,Turn Up The Radio,1984,19,29
5682,TRZGDRF128F1460C4F,SOOMLWE12A6D4F84DC,Lionel Richie,Se La,1986,13,20
5683,TRZGYAV12903CAA809,SOQZLXB12AB0188C12,Ronnie Dove,I Really Don't Want To Know,1966,9,22
5684,TRZHMAT128F1464083,SOMUPJE12A6D4F84DE,Barry McGuire,Eve Of Destruction,1965,11,1
5685,TRZHHSH128F9328E92,SOIGXRE12AB0180A23,Joe Simon,I Found My Dad,1972,4,78
5686,TRZHCPP128F92C2945,SOCWBAC12C0DDBEAC8,Barbra Streisand,Somewhere,1985,14,43
5687,TRZHCKW128F425BBF8,SOSCAQC12A8AE47F04,Britney Spears,Piece Of Me,2007,20,18
5688,TRZHFHI128F4261DE2,SOHTHWB12B34F1C296,Kenny Loggins,Tell Her,1988,8,76
5689,TRZHIQO128F92DE5B9,SOFHRRP12AAF3B4579,Kellie Pickler,Best Days Of Your Life,2008,20,46
5690,TRZHSMF128F146EC2F,SOGWIGV12A6D4F8615,John Fogerty,Centerfield,1985,13,44
5691,TRZHDSV128F42963CF,SOCWMMA12AB018157B,Miley Cyrus,Start All Over,2007,3,68
5692,TRZHXFO128F9302A17,SOUDHCW12AB01837CE,Maroon 5,This Love,2002,43,5
5694,TRZCGPK128F9334D49,SOSQSWW12A6701C075,Bad Company,Rock 'n' Roll Fantasy,1979,20,13
5695,TRZCFVF128F42AEE3D,SOBIVWJ12A8C13EA25,Bobby Vinton,Take Good Care Of My Baby,1991,8,33
5696,TRZCQCV128F426E389,SONFOKB12A8C135901,The Statler Brothers,Flowers On The Wall,1966,13,4
5697,TRZCNKQ128F429E3D8,SOXVTVO12A8C13765E,Neil Sedaka,I Go Ape,1982,8,42
5699,TRZCTEV12903CD738B,SOLUMNP12A8C141C1A,Jimmy Ruffin,What Becomes Of The Brokenhearted,1967,17,7
5705,TRZCLYB128F145AC12,SOCGGII12A6D4F7599,Kool & The Gang,Joanna,1983,24,2
5708,TRZCJQV128F14570B1,SOQSSTO12A6D4F6354,Billy Squier,In The Dark,1981,12,35
5709,TRZCJZJ128F9364C67,SOEGJEB12D02192678,The Cars,Drive,1984,19,3
5711,TRZCSSL128F426F89C,SOYZGMB12A8AE487F1,Chevelle,The Red,2002,20,56
5712,TRZCSHO128F92F8833,SORNBKP12AB0185168,Fall Out Boy,I Don't Care,2008,20,21
5715,TRZCOXX12903CE02A1,SOGOLAD12AF72A638B,The Everly Brothers,Lucille,1960,10,21
5716,TRZCXHQ12903CF8CAA,SOIOKJS12AF72A55AD,Orleans,Love Takes Time,1996,15,11
5717,TRZRMML128F1459DF4,SONRBRX12A6D4F5E56,Mark Wills,19 Somethin',2002,20,23
5718,TRZRHXH128F42709BC,SOBZMSS12A8C1334B4,The Doobie Brothers,China Grove,1973,13,15
5719,TRZRBKI128F92F134D,SOQNIQU12A8C14115D,The Serendipity Singers,Beans In My Ears,2002,8,30
5721,TRZRQAV128E0782852,SOSTHNK12A6310D8FA,Pet Shop Boys,Love Comes Quickly,1986,8,62
5722,TRZREDB128F1499DF7,SOGCIVE12A6D4FB70D,Lone Justice,Ways To Be Wicked,1985,6,71
5724,TRZRJPO128F92EF9C8,SODFTPK12A6D4FBCEC,The Marcels,Blue Moon,1977,14,1
5727,TRZRVWF128F424EA0B,SOQNOAF12A8151AB86,Jonas Brothers,When You Look Me In The Eyes,2007,17,25
5728,TRZRVOY12903CA41AD,SOGCDEK12A8C1340C5,Gilbert O'Sullivan,Clair,1972,16,2
5729,TRZBMQM128F9303166,SOKTEGW12AB0185735,Onyx,Slam,1993,20,4
5731,TRZBGTP12903D11AFF,SODRLXC12AC4686397,The Impressions,Woman's Got Soul,1965,7,29
5734,TRZBGQF128F9312264,SOALUIQ12AB017D989,Etta Jones,Canadian Sunset,2006,91,91
5736,TRZBKLC128F92ED28F,SOZMMZA12A8C145B32,The Black Crowes,Thorn In My Pride,1992,6,80
5737,TRZBKZY128F42957F2,SOESJQE12A58A7B703,Miranda Lambert,Kerosene,2005,16,61
5738,TRZFWHP12903D13D18,SOMGQFZ12AB01858D0,Webb Pierce,I Ain't Never,1986,14,24
5739,TRZFWOZ12903CB340F,SOGSAUJ12AB01873BD,Ritchie Valens,That's My Little Suzie,1959,8,55
5742,TRZFWAK128F4290092,SORBZFR12A8AE46E4D,Backstreet Boys,Quit Playing Games (With My Heart),1996,43,2
5743,TRZFCIJ128F92FDFB2,SOVSJVV12AB017F0A8,Tommy Roe,Sheila,1962,14,1
5750,TRZFBFK128F92E53F4,SOAPHTI12AB017E40C,The Dramatics,Hey You! Get Off My Mountain,1973,12,43
5753,TRZFFEW128F1491A5F,SONDPVO12A6D4FA0C0,Spice Girls,Too Much,1997,20,9
5754,TRZFZBA128F93395B5,SODUWVG12A8C144CDF,Ten Years After,Love Like A Man,1970,2,98
5755,TRZFPUI128F147A02A,SOJWBYS12A67AE17A1,AFI,Love Like Winter,2006,5,68
5756,TRZFUNK128F92F6E11,SOOMZJG12A8C142282,Herb Alpert,Rotation,1979,13,30
5757,TRZFLHU128F42AC3D8,SODQLBF12A8C13D51A,The Main Ingredient,You've Been My Inspiration,2005,9,64
